Brand Name,Device Type,Model Name,Color,Selling Price,Sales Qantity,Rating (Out of 5),Strap Material,Average Battery,date
Honor,FitnessBand,band 4 running,Black,"1,649",22,3.2,Plastic,7,06-06-2023
Crossbeats,FitnessBand,zeb-fit,"Black, Grey","1,283",23,3.3,Silicone,3,11-06-2022
GARMIN,Smartwatch,Approach S62,"White, Black","46,990",22,4.1,Silicone,12,23-02-2023
GARMIN,Smartwatch,Vivoactive 4,Black,"28,990",13,4.3,Silicone,14,05-07-2023
SAMSUNG ,Smartwatch,Gear Fit 2,"Pink, Blue","15,000",18,4.2,Silicone,7,07-12-2022
Fire-Boltt,Smartwatch,Spin,White,"5,846",9,2.4,Silicone,5,29-10-2022
SAMSUNG ,Smartwatch,Galaxy LTE,Silver,"31,999",7,4.6,Elastomer,14,16-08-2023
GOQii,FitnessBand,Band 5,"Black, Blue, Red","1,499",20,3.8,Silicone,4,08-04-2023
APPLE,Smartwatch,Marshall,Blue,"19,995",21,4.1,Stainless Steel,1,05-09-2022
huami,Smartwatch,Amazfit Bip,Red,"4,950",22,4.2,Silicone,28,25-02-2022
SAMSUNG ,Smartwatch,Gear 2,Black,"19,999",7,2.3,Silicone,14,02-01-2023
APPLE,Smartwatch,FTW1140 Q Hybrid,Blue,"6,995",8,3.8,Stainless Steel,2,03-04-2022
GARMIN,Smartwatch,Fenix 6X,"Bluw, White ","86,990",16,,Leather,45,19-12-2022
GARMIN,Smartwatch,Fenix 6,"Grey, Blue","77,990",20,,Nylon,45,14-03-2023
Fastrack,Smartwatch,Reflex 2.0,"Black, Green","1,395",25,4.1,Silicone,10,17-10-2022
APPLE,Smartwatch,FTW1159 Hybrid,Gold,"8,995",12,5,Stainless Steel,2,16-09-2022
APPLE,Smartwatch,SE GPS 44 mm Aluminium Case,Black,"32,900",17,4.7,Aluminium,1,28-04-2023
GARMIN,Smartwatch,Venu,Black,"32,990",24,4,Silicone,14,14-01-2022
GARMIN,Smartwatch,Fenix 6 Pro Solar,"Grey, Black","72,990",21,,Nylon,45,16-03-2022
realme,Smartwatch,S,"Black, White","4,999",16,4.3,Silicone,14,03-06-2023
APPLE,Smartwatch,FB-01 Hybrid HR,Black,"12,396",7,4,Silicone,14,09-05-2023
APPLE,Smartwatch,Nike Series 5 GPS + Cellular 44 mm,Black,"52,900",21,4.7,Silicone,1,09-02-2022
Honor,FitnessBand,Band 4,Black,"2,599",10,4.4,Plastic,7,17-11-2022
FitBit,FitnessBand,Charge 2,Violet ,"14,999",20,4.3,Silicone,7,05-01-2023
FitBit,FitnessBand,Inspire HR,White ,"5,899",25,4.3,Silicone,5,18-07-2023
boAt,Smartwatch,41mm,"Pink, Silver, Black","17,990",25,3.9,Rubber,14,08-06-2022
Honor,FitnessBand,Band 4,"Meteorite Black, Midnight Navy","2,700",5,4.4,Plastic,7,11-06-2023
huami,Smartwatch,Amazfit Bip S,Black,"5,299",23,4,Thermoplastic polyurethane,15,23-04-2023
FitBit,Smartwatch,Versa Lite Edition,Purple ,"16,999",25,4.2,Elastomer,7,24-03-2023
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Yellow,"2,490",19,3.8,Rubber,7,28-02-2022
GARMIN,Smartwatch,Fenix 6 Sapphire Titanium,Blue Sapphire,"81,990",23,,Leather ,45,14-01-2023
boAt,Smartwatch,GT2 42mm,Black,"14,990",5,4.3,Elastomer,14,11-10-2022
APPLE,Smartwatch,Collider Hybrid,Black,"16,495",13,4,Silicone,14,25-03-2022
GARMIN,Smartwatch,Vivomove 3S,Black,"19,990",21,,Silicone,14,08-06-2022
FitBit,Smartwatch,Ionic,Black ,"18,999",15,4.1,Elastomer,7,29-04-2022
APPLE,Smartwatch,FTW1146 Q Hybrid,Gold,"11,995",17,4.6,Leather,2,15-07-2022
APPLE,Smartwatch,Garrett Hybrid,Silver,"10,496",13,3.7,Stainless Steel,12,08-03-2023
Crossbeats,Smartwatch,ZEB-FIT5220CH,Gold,"3,299",15,,Rubber,7,22-01-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,"52,900",5,4.7,Aluminium,1,25-02-2023
FitBit,FitnessBand,Charge 2,Sky Blue ,"14,999",6,4.3,Silicone,7,10-05-2023
APPLE,Smartwatch,Sport 42 mm Space Grey Aluminium Case,Black,"29,900",21,4.6,Aluminium,1,09-02-2023
APPLE,Smartwatch,SE 40 mm Space Grey Aluminium Case,"Black, Pink, White","27,400",7,4.7,Aluminium,1,06-05-2022
GARMIN,Smartwatch,Fenix 6 Pro Solar,"Grey, Black","72,990",13,,Nylon,45,26-08-2023
Crossbeats,FitnessBand,ZEB-FIT450,Blue,"1,699",24,3.3,Silicone,3,10-07-2022
boAt,Smartwatch,Delta,"Black, Grey, Red","2,499",6,3.6,Silicone,7,17-06-2023
Noise,Smartwatch,ColorFit Pro,"Green, Teal, Grey","2,499",20,3.9,Silicone,7,22-10-2022
APPLE,Smartwatch,Gen 5 Carlyle HR,Black,"15,995",18,4.2,Leather,2,01-03-2023
boAt,FitnessBand,Band 2,Black,"4,599",9,4.1,Silicone,7,10-12-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Blue Aluminium Case,Deep Navy,"48,490",15,4.5,Aluminium,1,11-11-2022
Noise,Smartwatch,ColorFit Pro 3,"Green, Grey, Black, Blue, Pink, Red","3,999",8,4.2,Thermoplastic polyurethane,7,25-06-2022
APPLE,Smartwatch,series 2 - 38 mm Stainless Steel Case,Blue Modern,"64,900",14,4.6,Stainless Steel,1,21-10-2022
Noise,Smartwatch,ColorFit Qube,"Black, Green","2,499",13,4,Thermoplastic polyurethane,7,25-05-2022
SAMSUNG ,Smartwatch,Galaxy 46mm,Grey,"16,990",5,4.5,Elastomer,7,05-07-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Space Grey Aluminium Case,Black,"48,490",24,4.5,Aluminium,1,21-05-2023
GARMIN,Smartwatch,Vivosmart 4,"Purple, Black","12,150",7,3.9,Silicone,5,21-07-2022
GARMIN,Smartwatch,Lily,"Purple, Grey, Brown, Black, White ","18,990",18,3.3,Silicone,7,19-07-2023
GARMIN,Smartwatch,Forerunner 235,Blue,"24,990",16,4.7,Silicone,14,15-05-2022
Fire-Boltt,Smartwatch,Ninja touch to Wake,"Beige, Black, Grey","1,899",6,3.9,Silicone,5,13-04-2023
realme,FitnessBand,Smart band,Grey,"1,450",6,4,Silicone,7,31-03-2022
Noise,FitnessBand,Smart Band 5,Black,"2,469",15,4.1,Thermoplastic polyurethane,14,03-05-2023
APPLE,Smartwatch,FB-01 Hybrid,"Blue, Silver","8,995",17,3.9,Silicone,14,27-06-2023
Honor,Smartwatch,GS Pro,Black,"13,999",13,4.4,Nylon,25,19-03-2022
boAt,Smartwatch,Storm,"Black, Teal Green, Grey","2,999",19,4.1,Thermoplastic polyurethane,7,26-02-2022
GARMIN,Smartwatch,VIVOMOVE 3S Navy,Rose Gold,"19,990",12,,Silicone,14,16-05-2022
GARMIN,Smartwatch,Fenix 6S,"Black, Grey","70,990",25,,Stainless Steel,30,20-05-2022
APPLE,Smartwatch,Nike Series 5 GPS + Cellular 44 mm,Black,"52,900",18,4.7,Silicone,1,18-11-2022
APPLE,Smartwatch,FTW5011 Hybrid,Black,"8,995",7,4.8,Leather,2,26-02-2022
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",15,4.2,Stainless Steel,1,12-03-2023
FitBit,Smartwatch,Surge,Orange,"24,990",11,3.8,Elastomer,7,03-08-2022
huami,Smartwatch,Amazfit Bip,Grey,"6,399",6,4.4,Silicone,28,16-05-2023
APPLE,Smartwatch,Series 1 - 42 mm Gold Aluminium Case,Cocoa,"25,900",24,4.6,Aluminium,1,23-01-2022
Noise,FitnessBand,Smart Band 3i,Black,"1,270",6,4.2,Thermoplastic polyurethane,7,06-08-2022
APPLE,Smartwatch,FB-01 Hybrid HR,Black,"12,396",20,4,Silicone,14,03-06-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,Gold Milanese,"73,900",9,4.2,Stainless Steel,1,16-07-2022
GARMIN,Smartwatch,HRM-Swim,Black,"8,990",16,,Silicone,14,17-02-2022
boAt,Smartwatch,GT2 46mm,Grey,"20,990",21,4.5,Stainless Steel,14,21-11-2022
GARMIN,Smartwatch,Vivoactive 3 Music,White,"19,144",9,3.6,Silicone,14,30-04-2022
APPLE,Smartwatch,Gen 5 Garrett HR,Silver,"15,995",12,4.1,Stainless Steel,2,07-06-2023
GARMIN,Smartwatch,Hybrid,Rose Gold,"15,911",12,,Silicone,7,14-02-2022
GARMIN,Smartwatch,Forerunner 235 Activity Tracker,Black,"22,990",15,,Silicone,14,14-06-2022
APPLE,Smartwatch,Q Venture,Blue,"19,999",12,3.8,Leather,1,27-05-2022
GARMIN,Smartwatch,Instinct,Graphite,"19,990",12,5,Silicone,7,23-03-2022
GARMIN,Smartwatch,Forerunner,Black,"44,990",7,,Leather,14,01-05-2023
Noise,Smartwatch,ColorFit Caliber,"Black, Blue, White","2,699",14,4.3,Silicone,15,28-03-2022
GARMIN,Smartwatch,Vivoactive 3 element,Black,"22,990",15,3.6,Silicone,14,20-02-2023
APPLE,Smartwatch,Gen 3 Q Explorist,Blue,"15,034",16,4.3,Stainless Steel,2,28-05-2022
APPLE,Smartwatch,Q Wander,Silver,"11,997",12,4.1,Stainless Steel,1,22-07-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Blue,"15,034",9,4.3,Stainless Steel,2,11-07-2022
APPLE,Smartwatch,Sloan HR,Gold,"21,995",16,4.1,Silicone,14,29-09-2022
APPLE,Smartwatch,SE 44 mm Space Grey Aluminium Case,Black,"30,400",17,4.7,Aluminium,1,06-10-2022
APPLE,Smartwatch,Sport,Multicolor,"17,995",16,3.9,Silicone,2,05-08-2023
APPLE,Smartwatch,4th Gen Explorist HR,Grey,"10,998",13,3.9,Stainless Steel,2,27-05-2022
Noise,FitnessBand,Smart Band 5,Black,"2,499",9,4.1,Thermoplastic polyurethane,14,21-09-2022
Honor,FitnessBand,Band 3,Navy Blue,"2,499",21,4.3,Plastic,7,15-05-2023
SAMSUNG ,Smartwatch,Gear Sport,Black,"15,999",19,3,Silicone,7,15-11-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Silver Aluminium Case,White,"45,690",9,4.5,Aluminium,1,06-06-2022
APPLE,Smartwatch,Q Wander,Silver,"11,997",13,4.1,Stainless Steel,1,26-03-2023
GARMIN,Smartwatch,GARMINInstinct HR,"Graphite, Sunburst","34,990",20,4.1,Silicone,14,26-02-2022
huami,Smartwatch,Amazfit Pace,Black,"9,999",17,4.2,Silicone,14,30-04-2023
huami,Smartwatch,Amazfit Neo,Black,"2,499",7,4.2,Thermoplastic polyurethane,7,22-06-2023
Noise,FitnessBand,Steven Harrington Edition Band,Blue,"3,299",7,4.3,Thermoplastic polyurethane,7,02-07-2023
GARMIN,Smartwatch,Fenix 6 Pro Solar,"Grey, Black","72,990",9,,Nylon,45,30-03-2023
boAt,FitnessBand,Band 2 Pro Activity,"Pink, Black","2,199",8,4.1,Silicone,7,27-07-2023
realme,Smartwatch,S,Black,"6,779",11,4.3,Silicone,14,30-01-2023
GARMIN,Smartwatch,Forerunner 235,Black,"18,990",11,4.7,Silicone,14,16-05-2023
GARMIN,Smartwatch,Forerunner Fitness Notifier,Black,"15,990",23,,Silicone,14,15-06-2023
APPLE,Smartwatch,SE 40 mm Space Grey Aluminium Case,"Black, Pink, White","27,400",14,4.7,Aluminium,1,12-03-2023
GARMIN,Smartwatch,GARMINInstinct HR,"Graphite, Sunburst","34,990",7,4.1,Silicone,14,16-05-2022
Crossbeats,Smartwatch,Orbit ,"Black, Blue","3,799",7,3.7,Silicone,10,30-01-2022
GARMIN,Smartwatch,Vivoactive 4,Black,"28,990",13,4.3,Silicone,14,14-02-2023
boAt,Smartwatch,Vertex,"Grey, Blue, Black, Red","2,499",9,3.9,Silicone,7,30-06-2022
FitBit,FitnessBand,Inspire HR,White ,"5,899",8,4.3,Silicone,5,09-01-2023
GARMIN,Smartwatch,FORERUNNER 745 Magma Red,Magma Red,"46,990",13,,Silicone,14,22-07-2023
GARMIN,Smartwatch,Hybrid 3,Black,"19,990",6,,Silicone,14,27-05-2023
APPLE,Smartwatch,Gen 5 Julianna HR,Silver,"18,495",7,3.8,Stainless Steel,2,10-08-2022
realme,Smartwatch,Fashion,Black,"5,400",7,4,Silicone,14,07-09-2022
APPLE,Smartwatch,Carlie,Beige,"11,995",22,4.8,Leather,10,14-02-2022
Crossbeats,Smartwatch,Ignite  ,Green,"2,799",25,3.9,Silicone,10,08-04-2023
GARMIN,Smartwatch,Instinct,Blue,"19,990",20,4.4,Silicone,7,01-04-2023
Honor,Smartwatch,Watch Magic,Black,"7,999",19,4.3,Silicone,7,13-08-2023
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,Black,"64,900",6,4.3,Stainless Steel,1,25-06-2023
GARMIN,Smartwatch,Forerunner 745 Black,Black,"46,990",20,5,Silicone,14,19-04-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Aluminium Case,Black,"33,900",7,4.6,Aluminium,1,29-03-2022
GARMIN,Smartwatch,Lily,"Purple, Grey, Brown, Black, White ","18,990",21,3.3,Silicone,7,17-02-2023
GARMIN,Smartwatch,Vivoactive 3 Music,Black,"23,990",10,3.6,Silicone,14,19-08-2023
huami,Smartwatch,Amazfit Bip,Grey,"6,399",10,4.4,Silicone,28,23-01-2022
FitBit,Smartwatch,Surge,Black,"19,990",19,3.8,Elastomer,7,05-07-2023
APPLE,Smartwatch,4th Gen Venture HR,Silver,"10,997",20,3.9,Stainless Steel,14,14-04-2022
GARMIN,Smartwatch,Fenix 6X,"Bluw, White ","86,990",23,,Leather,45,04-01-2022
FitBit,FitnessBand,Alta HR,"Black, Plum, Grey","14,999",5,4.3,Elastomer,7,14-02-2023
GARMIN,Smartwatch,Fenix 5,Black,"47,990",24,,Silicone,30,04-07-2023
Honor,FitnessBand,Band 5,Black,"2,899",18,4.4,Plastic,14,29-04-2023
Noise,Smartwatch,ColorFit Pro 2,"Black, Deep Wine, Blue, Grey, Teal","2,699",15,4.1,Silicone,10,06-11-2022
GARMIN,Smartwatch,Instinct Solar Tidal,"Tidal Blue, Flame Red","34,990",17,,Silicone,14,16-07-2023
FitBit,Smartwatch,Surge,Black,"9,999",25,3.8,Elastomer,7,22-09-2022
SAMSUNG ,Smartwatch,Galaxy Active Steel 2,Black,"24,490",24,4.3,Silicone,14,04-07-2022
APPLE,Smartwatch,Q MACHINE,Grey,"6,995",23,4.6,Stainless Steel,1,14-04-2023
APPLE,Smartwatch,Series 7 GPS 45 mm,Black,"44,900",25,5,Silicone,1,16-02-2023
FitBit,Smartwatch,Surge,Blue,"24,990",18,3.8,Elastomer,7,25-08-2023
Honor,FitnessBand,Band 5,Black,"2,899",21,4.4,Plastic,14,14-05-2023
realme,Smartwatch,Classic,Black,"3,921",24,4,Silicone,7,26-05-2023
Noise,Smartwatch,ColorFit Pro 2,"Black, Deep Wine, Blue, Grey, Teal","2,699",24,4.1,Silicone,10,02-06-2022
Noise,FitnessBand,Band 2,Black,"2,499",22,4.3,Plastic,7,08-04-2023
APPLE,Smartwatch,Machine Hybrid,"Silver, Brown","11,995",7,4.6,Stainless Steel,12,04-03-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Graphite Stainless Steel Case,Black,"67,900",14,4.5,Stainless Steel,1,21-03-2022
Honor,FitnessBand,Mambo,Black,"1,699",10,3.8,Silicone,4,25-03-2022
Noise,FitnessBand,ColorFit2,"Black, Blue, Pink","1,699",25,3.9,Thermoplastic polyurethane,7,13-08-2023
huami,Smartwatch,Amazfit Bip S,Black,"5,299",12,4,Thermoplastic polyurethane,15,24-06-2023
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,"39,490",22,4.3,Leather,14,29-01-2023
GARMIN,Smartwatch,Swim 2,Slate,"20,990",25,,Silicone,7,11-08-2022
FitBit,FitnessBand,Charge HR,Purple ,"6,990",8,3.9,Thermoplastic polyurethane,7,01-03-2022
APPLE,Smartwatch,Nike+ GPS - 42 mm Space Gray Aluminium Case,Black,"32,380",5,4.6,Aluminium,1,27-08-2023
APPLE,Smartwatch,Jacqueline Hybrid,Black,"11,995",5,4.6,Leather,12,02-05-2022
APPLE,Smartwatch,Rose Gold HR,Rose Gold ,"21,995",8,2.8,Stainless Steel,3,01-02-2022
APPLE,Smartwatch,Jacqueline Hybrid,Rose Gold,"10,796",21,4,Leather,12,17-04-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Blue,"15,995",10,4.3,Stainless Steel,2,11-11-2022
GARMIN,Smartwatch,Vivoactive 3 Music,White,"19,144",17,3.6,Silicone,14,25-10-2022
GARMIN,Smartwatch,Forerunner 945,"Black, Blue","56,490",14,4.2,Silicone,14,27-02-2022
GARMIN,Smartwatch,GARMINInstinct Tactical,"Black, Brown","19,990",16,4.7,Silicone,7,29-10-2022
boAt,Smartwatch,Watch 36456,Black,"55,000",11,4.1,Silicone,14,18-05-2023
Honor,FitnessBand,band 4 running,Black,"1,649",23,3.2,Plastic,7,16-01-2022
APPLE,Smartwatch,Sadie Hybrid,Silver,"8,995",13,4,Stainless Steel,10,05-03-2023
APPLE,Smartwatch,FTW1142 Q Hybrid,Silver,"9,796",15,3.7,Stainless Steel,2,23-07-2023
Honor,Smartwatch,Magic Watch,Brown,"9,047",22,4.3,Silicone,7,06-11-2022
SAMSUNG ,Smartwatch,Galaxy Active 42mm,Black,"19,990",24,4.4,Elastomer,14,13-07-2022
Crossbeats,Smartwatch,Ignite S3,"Silver, Black, Green","3,999",12,3.9,Silicone,7,07-06-2022
APPLE,Smartwatch,Gen 5 Carlyle HR,"Brown, Grey","14,995",9,4.2,Leather,2,20-02-2022
FitBit,FitnessBand,Charge 3,Black ,"9,999",8,4.3,Silicone,7,14-09-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,White,"69,900",17,4.2,Aluminium,1,19-04-2023
GARMIN,Smartwatch,Forerunner 45,"Red, Black","14,990",20,4.4,Silicone,7,13-12-2022
GARMIN,Smartwatch,Fenix 6S,"Black, White","77,990",20,,Nylon,45,03-03-2023
APPLE,Smartwatch,Q Wander,Silver,"11,997",8,4.1,Stainless Steel,1,11-08-2023
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Aluminium",Black,"53,900",7,4.6,Aluminium,1,18-04-2023
APPLE,Smartwatch,Gen 5 Garrett HR,Black,"14,995",24,4.1,Stainless Steel,2,10-04-2023
APPLE,Smartwatch,Series 3 GPS - 42 mm Space Grey Aluminium Case,Black,"18,900",20,4.6,Aluminium,1,10-06-2022
GARMIN,Smartwatch,Swim 2,Slate,"20,990",18,,Silicone,7,18-05-2023
APPLE,Smartwatch,42 mm Stainless Steel Case,Leather,"60,900",15,4.5,Stainless Steel,1,26-01-2022
realme,Smartwatch,S,"Black, White","4,999",12,4.3,Silicone,14,18-05-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,White,"69,900",15,4.2,Aluminium,1,27-02-2023
FitBit,FitnessBand,Flex Small,"Violet, black, Grey, Teal, Blue, Red","8,490",21,3.8,Rubber,5,23-02-2022
GARMIN,Smartwatch,Vivomove HR,Black,"12,990",10,3.7,Silicone,14,15-06-2022
Noise,Smartwatch,Revolve,Black,"12,349",24,4.4,Silicone,14,08-10-2022
APPLE,Smartwatch,Marshall,Grey,"18,995",8,4,Stainless Steel,1,20-01-2022
Fire-Boltt,Smartwatch,Mercury,"Black, Beige, Grey","2,499",21,4,Silicone,8,16-05-2022
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,"18,999",5,4.2,Leather,14,01-04-2022
APPLE,Smartwatch,Series 6 GPS 40 mm Gold Aluminium Case,Pink Sand,"37,490",23,4.5,Aluminium,1,16-08-2022
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm White Ceramic Case,Black,"1,22,090",25,4.6,Nylon,1,21-07-2023
GARMIN,Smartwatch,Vivomove HR,Black,"12,990",22,3.7,Silicone,14,22-05-2022
APPLE,Smartwatch,Sport 41,"Red, Green","9,995",22,4,Silicone,2,10-05-2022
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Aluminium",Black,"53,900",16,4.6,Aluminium,1,14-08-2022
APPLE,Smartwatch,Series 7 GPS 45 mm,Black,"44,900",23,5,Silicone,1,22-09-2022
Fire-Boltt,Smartwatch,Talk Bluetooth,"Black, Grey, Green","3,499",17,4.1,Silicone,10,09-05-2022
GARMIN,Smartwatch,Forerunner,Blue,"29,990",13,,Silicone,14,13-02-2022
APPLE,Smartwatch,Jacqueline Hybrid,Silver,"13,495",18,4.6,Leather,12,28-08-2022
GARMIN,Smartwatch,Fenix 5S Plus,Blue Sapphire,"49,990",23,,Silicone,30,24-04-2022
FitBit,Smartwatch,Ionic,Black ,"18,999",7,4.1,Elastomer,7,04-01-2023
FitBit,FitnessBand,Charge 2,Blue ,"8,999",5,4.4,Silicone,7,29-08-2022
APPLE,Smartwatch,Q Wander,Gold,"19,995",6,4,Stainless Steel,1,01-08-2023
huami,Smartwatch,Amazfit GTR 2 Aluminium,"Black, Red","11,999",16,4.1,Silicone,10,23-02-2022
APPLE,Smartwatch,Sport 43,Black,"9,995",15,4,Silicone,2,13-05-2023
APPLE,Smartwatch,FTW6010 Pink HR,Pink,"15,995",15,4.4,Stainless Steel,14,02-05-2023
SAMSUNG ,Smartwatch,Gear Fit 2,"Pink, Blue","15,000",9,4.2,Silicone,7,16-05-2023
GARMIN,Smartwatch,Fenix 5S Frost Blue,Blue Sapphire,"39,990",10,,Silicone,30,27-10-2022
GARMIN,Smartwatch,Forerunner 935,Tidal Blue,"39,990",20,4.7,Silicone,14,15-03-2022
FitBit,FitnessBand,Alta HR,"Rose Gold, Gun Metal Black","16,999",10,4.3,Elastomer,7,22-07-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Aluminium Case,White,"48,490",14,4.5,Aluminium,1,09-01-2022
GARMIN,Smartwatch,Instinct,Graphite,"19,990",25,5,Silicone,7,27-08-2022
GARMIN,Smartwatch,FORERUNNER 745 Magma Red,Magma Red,"46,990",15,,Silicone,14,21-02-2023
SAMSUNG ,FitnessBand,Activity Tracker,Black,"13,201",8,4.2,Rubber,7,25-06-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Aluminium Case,White,"48,490",24,4.5,Aluminium,1,04-01-2023
Noise,FitnessBand,Smart Band 4,Black,"2,099",19,4.2,Thermoplastic polyurethane,14,13-04-2022
APPLE,Smartwatch,FTW1144 Q Hybrid,Black,"8,995",17,4.6,Leather,2,29-06-2022
APPLE,Smartwatch,Series 6 GPS 44 mm Space Grey Aluminium Case,Black,"40,190",24,4.5,Aluminium,1,23-06-2022
APPLE,Smartwatch,Neutra Hybrid,"Brown, Black","11,995",14,5,Leather,12,18-08-2022
boAt,Smartwatch,Storm,"Black, Teal Green, Grey","2,999",12,4.1,Thermoplastic polyurethane,7,01-04-2023
SAMSUNG ,Smartwatch,Galaxy Watch LTE,Beige,"27,490",20,4.2,Silicone,14,25-05-2022
FitBit,Smartwatch,Surge,Blue,"24,990",19,3.8,Elastomer,7,17-09-2022
SAMSUNG ,Smartwatch,Galaxy Active Steel,Blue,"29,990",6,4.1,Silicone,14,19-09-2022
APPLE,Smartwatch,SE GPS + Cellular 44 mm Space Grey Aluminium Case,Black,"33,900",10,4.6,Aluminium,1,24-03-2023
APPLE,Smartwatch,Machine Hybrid,"Silver, Brown","11,995",10,4.6,Stainless Steel,12,05-02-2023
APPLE,Smartwatch,Rose Gold Smart,Rose Gold ,"21,995",5,4.6,Stainless Steel,3,11-02-2022
GARMIN,Smartwatch,Approach S62,"White, Black","46,990",20,4.1,Silicone,12,27-05-2022
APPLE,Smartwatch,FTW1145 Q Hybrid,Gray,"6,995",7,4.6,Leather,2,31-05-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Aluminium Case,Black,"33,900",12,4.6,Aluminium,1,25-08-2022
boAt,Smartwatch,GT2 eSport,Red,"8,990",11,4.3,Elastomer,14,07-11-2022
Noise,FitnessBand,Smart Band 5,Black,"2,469",15,4.1,Thermoplastic polyurethane,14,10-10-2022
FitBit,Smartwatch,Blaze,Blue,"19,999",10,4.2,Elastomer,7,28-07-2022
APPLE,Smartwatch,Series 6 GPS 40 mm Blue Aluminium Case,Deep Navy,"37,490",22,4.5,Aluminium,1,31-01-2022
Noise,FitnessBand,Band,Dual Color,"2,499",20,4.2,Thermoplastic polyurethane,7,18-06-2022
GARMIN,Smartwatch,GARMINInstinct HR,Flame Red,"20,990",17,3.7,Silicone,7,28-03-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Black Stainless Steel Case,Black,"69,900",9,4.2,Stainless Steel,1,21-06-2023
FitBit,FitnessBand,Charge 2,Black ,"7,499",9,4.3,Silicone,7,13-12-2022
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,Pearl Woven,"34,900",11,4.7,Aluminium,1,01-04-2022
Crossbeats,Smartwatch,ZEB-FIT1220CH,Silver,"3,499",16,,Silicone,7,30-01-2022
Noise,FitnessBand,Smart Band 5,Black,"2,499",6,4.1,Thermoplastic polyurethane,14,02-07-2023
realme,Smartwatch,S,Black,"6,779",20,4.3,Silicone,14,31-01-2023
GARMIN,Smartwatch,Venu 2S,"Grey, White","37,990",5,4.2,Silicone,14,04-09-2022
Honor,Smartwatch,Z1,Black,"5,499",20,3.1,Silicone,14,08-05-2023
GARMIN,Smartwatch,Vivoactive 3 Music,Black,"23,990",14,3.6,Silicone,14,03-01-2022
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Black,"31,999",5,4.6,Elastomer,14,24-06-2022
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Plum,"33,900",9,4.6,Aluminium,1,13-04-2023
APPLE,Smartwatch,Barstow Hybrid,Brown,"8,995",11,4.6,Leather,12,27-06-2022
GARMIN,Smartwatch,Fenix 5,Black,"47,990",18,,Silicone,30,19-12-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",24,4.2,Stainless Steel,2,28-03-2022
GARMIN,Smartwatch,Lily,"Purple, White","18,990",19,3.3,Silicone,14,31-08-2022
boAt,Smartwatch,Fit,Orange,"6,999",23,3.4,Silicone,7,09-05-2022
Honor,Smartwatch,GS Pro,Blue,"17,999",16,4.4,Nylon,25,08-07-2023
GARMIN,Smartwatch,Vivomove Style,"White, Pink","26,990",21,3.3,Nylon,14,29-03-2023
FitBit,FitnessBand,Charge 3,Grey ,"7,599",24,4.3,Silicone,7,02-01-2022
APPLE,Smartwatch,FTW2114 Q,Black,"18,995",16,4.6,Stainless Steel,2,12-07-2023
Honor,Smartwatch,GS Pro,Blue,"17,999",11,4.4,Nylon,25,30-03-2023
APPLE,Smartwatch,FTW2114 Q,Black,"18,995",17,4.6,Stainless Steel,2,31-08-2022
huami,Smartwatch,Amazfit GTR 2 Aluminium,"Black, Red","11,999",9,4.1,Silicone,10,10-11-2022
huami,Smartwatch,Amazfit Bip S,Red,"2,999",7,3.9,Thermoplastic polyurethane,15,27-06-2022
APPLE,Smartwatch,Commuter Hybrid,Brown,"8,995",9,4.6,Leather,12,02-03-2022
GARMIN,Smartwatch,Instinct,Graphite,"19,990",25,5,Silicone,7,26-03-2023
APPLE,Smartwatch,FTW6005,Black,"19,995",5,3.8,Stainless Steel,2,11-01-2022
boAt,Smartwatch,GT Classic,Brown,"10,990",9,4.5,Leather,14,14-07-2023
